mental_health,substance_use,telehealth,residential,partial_hospitalization,outpatient,intensive_outpatient,inpatient,cash_payment,medicaid,medicare,private_insurance,tricare,sliding_fee_scale,cbt,dbt,opioid_treatment_program,medication_assisted_treatment,veterans,adolescents,pregnant_postpartum,asl_support,spanish_support,facility_name,program_name,address1,address2,city,state,zip_code,county,phone,website,latitude,longitude,type_facility,full_address,display_name
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,Square Medical Group,Newton,125 Adams Street,3rd Floor,Newton,MA,02458,Middlesex,617-916-5069,https://www.squaremedicalgroup.org,42.3600742,-71.2027007,SU,"125 Adams Street, 3rd Floor, Newton, MA 02458",Square Medical Group — Newton
True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,Square Medical Group,COE Summer House,153 Winter Street,,Framingham,MA,01702,Middlesex,617-916-5069,https://www.squaremedicalgroup.org,42.294177,-71.4408825,SU,"153 Winter Street, Framingham, MA 01702",Square Medical Group — COE Summer House
True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,Square Medical Group,COE River House,276 River Street,,Waltham,MA,02453,Middlesex,617-916-5069,https://www.squaremedicalgroup.org,42.3723837,-71.2265123,MH,"276 River Street, Waltham, MA 02453",Square Medical Group — COE River House
True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,Square Medical Group,Woburn,800 West Cummings Park,Suite 1800,Woburn,MA,01801,Middlesex,617-916-5069,https://www.squaremedicalgroup.org,42.4961631,-71.1258651,SU,"800 West Cummings Park, Suite 1800, Woburn, MA 01801",Square Medical Group — Woburn
True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,Square Medical Group,Weymouth,884 Washington Street,2nd Floor,East Weymouth,MA,02189,Norfolk,617-916-5069,https://www.squaremedicalgroup.org,42.2005628,-70.9409816,MH,"884 Washington Street, 2nd Floor, East Weymouth, MA 02189",Square Medical Group — Weymouth
True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,TILL Strattus MH Services,,20 Eastbrook Road,Suite 104,Dedham,MA,02026,Norfolk,781-329-9365,https://www.tillinc.org,42.2546787,-71.1665745,MH,"20 Eastbrook Road, Suite 104, Dedham, MA 02026",TILL Strattus MH Services
False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,True,Topsail Addiction Treatment Inc,,231 Sutton Street,Unit 1-EC,North Andover,MA,01845,Essex,978-475-0002,https://TopsailAddictiontreatment.com,42.7066318,-71.1297095,SU,"231 Sutton Street, Unit 1-EC, North Andover, MA 01845",Topsail Addiction Treatment Inc
True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,Tower Hill Recovery Home,,611 Lowell Street,,Lawrence,MA,01841,Essex,978-655-8752,https://lowellhouseinc.org,42.7008957,-71.1852232,SU,"611 Lowell Street, Lawrence, MA 01841",Tower Hill Recovery Home
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,Tufts Medical Center,Hospitals,,,Boston,MA,02111,Suffolk,617-636-5000,https://www.tuftsmedicalcenter.org,,,MH,"Boston, MA 02111",Tufts Medical Center — Hospitals
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,Uplift Behavioral Health Services,,1717 Main Street,,Brockton,MA,02301,Plymouth,508-301-3444,https://www.upliftbhs.org,42.0514011,-71.011742,MH,"1717 Main Street, Brockton, MA 02301",Uplift Behavioral Health Services
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,Uplift Behavioral Health Services,,201 Quincy Street,,Brockton,MA,02302,Plymouth,508-313-9994,https://www.upliftbhs.org,42.0881765,-70.9883526,MH,"201 Quincy Street, Brockton, MA 02302",Uplift Behavioral Health Services
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,Uplift Behavioral Health Services,,5260 Washington Street,Suite 12,West Roxbury,MA,02132,Suffolk,617-942-6040,https://www.upliftbhs.org,42.2594625,-71.1587071,MH,"5260 Washington Street, Suite 12, West Roxbury, MA 02132",Uplift Behavioral Health Services
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,VK New England Management LLC,Lawrence Medical Center,320 Essex Street,,Lawrence,MA,01840,Essex,978-655-5290,https://lawrencemedicalcenter.net/,42.7073502,-71.1618866,MH,"320 Essex Street, Lawrence, MA 01840",VK New England Management LLC — Lawrence Medical Center
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,VK New England Management LLC,Lawrence Medical Center/Peabody,6 Essex Center Drive,Suite 303,Peabody,MA,01960,Essex,978-532-1730,https://lawrencemedicalcenter.net/,42.5390006,-70.9503962,SU,"6 Essex Center Drive, Suite 303, Peabody, MA 01960",VK New England Management LLC — Lawrence Medical Center/Peabody
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,VOA Behavioral Health Services,,1419 Hancock Street,Suites 200 and 202,Quincy,MA,02169,Norfolk,617-770-9690,https://www.voamass.org,42.2492393,-71.0027418,MH,"1419 Hancock Street, Suites 200 and 202, Quincy, MA 02169",VOA Behavioral Health Services
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,Victory Programs Inc,Shepherd House,,,Dorchester,MA,02125,Suffolk,617-288-3906,https://www.vpi.org,,,SU,"Dorchester, MA 02125",Victory Programs Inc — Shepherd House
True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,Victory Programs Inc,Womens Hope,170 Morton Street,11 South,Jamaica Plain,MA,02130,Suffolk,617-442-0048 x315,https://www.vpi.org,42.3389582,-71.0876222,SU,"170 Morton Street, 11 South, Jamaica Plain, MA 02130",Victory Programs Inc — Womens Hope
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,Victory Programs Inc,Living and Recovery Community,170 Morton Street,11 North,Jamaica Plain,MA,02130,Suffolk,617-522-2936 x424,https://www.vpi.org,42.30041,-71.105673,SU,"170 Morton Street, 11 North, Jamaica Plain, MA 02130",Victory Programs Inc — Living and Recovery Community
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,Victory Programs Inc,Victory House,404 South Huntington Avenue,,Jamaica Plain,MA,02130,Suffolk,617-262-5032,https://www.vpi.org,,,SU,"404 South Huntington Avenue, Jamaica Plain, MA 02130",Victory Programs Inc — Victory House
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Victory Programs Inc,New Joelyns Home,404 South Huntington Avenue,,Jamaica Plain,MA,02130,Suffolk,617-456-1201,https://www.vpi.org,,,SU,"404 South Huntington Avenue, Jamaica Plain, MA 02130",Victory Programs Inc — New Joelyns Home
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Victory Programs Inc,New Victories,404 South Huntington Avenue,,Jamaica Plain,MA,02130,Suffolk,617-825-6088,https://www.vpi.org,,,SU,"404 South Huntington Avenue, Jamaica Plain, MA 02130",Victory Programs Inc — New Victories
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,Vinfen Behavioral Health,,391 Varnum Avenue,,Lowell,MA,01852,Middlesex,978-674-6744,https://vinfen.org,42.6460726,-71.3449328,MH,"391 Varnum Avenue, Lowell, MA 01852",Vinfen Behavioral Health
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,Vinfen Behavioral Health,,40 Church Street,,Lowell,MA,01852,Middlesex,978-674-6744,https://vinfen.org,42.6416657,-71.307311,MH,"40 Church Street, Lowell, MA 01852",Vinfen Behavioral Health
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,Vinfen Behavioral Health,,439 South Union Street,Suite 207,Lawrence,MA,01841,Essex,978-674-6744,https://vinfen.org,42.6909285,-71.155806,MH,"439 South Union Street, Suite 207, Lawrence, MA 01841",Vinfen Behavioral Health
True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,Walden Behavioral Care LLC,Inpatient,10 Carematrix Drive,,Dedham,MA,02026,Norfolk,781-647-6764,https://www.waldenbehavioralcare.com/,42.369549,-71.24938,MH,"10 Carematrix Drive, Dedham, MA 02026",Walden Behavioral Care LLC — Inpatient
True,False,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,Walker Community Counseling,Needham Campus,1968 Central Avenue,,Needham,MA,02492,Norfolk,781-292-2196,https://www.walkercares.org,42.2599107,-71.2693706,MH,"1968 Central Avenue, Needham, MA 02492",Walker Community Counseling — Needham Campus
True,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,True,Wayside Youth/Fam Support Ntwk,,1 Frederick Abbott Way,,Framingham,MA,01701,Middlesex,508-879-9800,https://www.waysideyouth.org,42.2996401,-71.4164159,MH,"1 Frederick Abbott Way, Framingham, MA 01701",Wayside Youth/Fam Support Ntwk
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,Whitman Counseling Center,,288 Bedford Street,,Whitman,MA,02382,Plymouth,781-447-6425,https://www.bamsi.org,42.0685702,-70.9488613,MH,"288 Bedford Street, Whitman, MA 02382",Whitman Counseling Center
False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,WomanPlace,,11 Russell Street,,Cambridge,MA,02140,Middlesex,617-661-6020,https://www.baycove.org,42.3924834,-71.1232165,SU,"11 Russell Street, Cambridge, MA 02140",WomanPlace
