"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","php","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","sed","smi","alz","ptsd","tbi","ya","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","supem","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","snr","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanz_fluox","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","fep","aot","msnh","ipsy","shp","vahc","mmd","antpych","mprep","aims","fed","sotp","dea","mhc","samhsa","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Forrest Behavioral Health","","4 Preston Court","Unit 101","Bedford","MA","01730","","Middlesex","781-570-5781","https://www.forrestbh.com/","42.482756","-71.2638649","MH","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","1","1","1","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","","","1","","","","","","1","","","","1","1","1","","","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Forrest Behavioral Health","","4 Preston Court","Unit 101","Bedford","MA","01730","","Middlesex","781-570-5781","https://www.forrestbh.com/","42.482756","-71.2638649","SU","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","","","","","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","1","","","","","","1","","","","","1","","","1","","","","","","1","","","1","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"VK New England Management LLC","Lawrence Medical Center/Peabody","6 Essex Center Drive","Suite 303","Peabody","MA","01960","","Essex","978-532-1730","https://lawrencemedicalcenter.net/","42.5390006","-70.9503962","SU","","1","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","","","","","","1","","1","","1","","","1","","","","","1","","1","","","","1","","1","1","1","","1","1","","","1","","","1","","","1","1","","1","1","","","1","","","","","1","1","1","","","","","1","1","1","","1","","1","1","1","","1","1","","1","","","","","1","","1","1","1","1","","1","","","1","1","","1","","","1","1","1","","1","1","1","1","1","1","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"VK New England Management LLC","Lawrence Medical Center/Peabody","6 Essex Center Drive","Suite 303","Peabody","MA","01960","","Essex","978-532-1730","https://lawrencemedicalcenter.net/","42.5390006","-70.9503962","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","1","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"East Coast Recovery","","215 Chief Justice Cushing Highway","","Cohasset","MA","02025","","Norfolk","781-400-8018","https://www.eastcoastrecovery.com","42.2407926","-70.8305069","SU","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","1","","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Meta Addiction Treatment","","55 Concord Street","","North Reading","MA","01864","","Middlesex","978-776-3206","https://www.metaaddictiontreatment.com","42.5604389","-71.1239575","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","1","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Meta Addiction Treatment","","55 Concord Street","","North Reading","MA","01864","","Middlesex","978-776-3206","https://www.metaaddictiontreatment.com","42.5604389","-71.1239575","SU","","1","","","","","","","1","1","","","1","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","","","","","1","1","","","","","","","1","","","","","","","","1","1","","","1","1","1","1","","1","","1","","","1","1","","1","1","","","1","","","","","1","1","1","1","","","","","1","1","","1","","1","1","1","1","1","1","","","1","1","","","1","","1","1","1","1","","1","","","1","","1","","","","1","1","","1","","1","","","","1","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Brandon Residential Treatment Ctr","","27 Winter Street","","Natick","MA","01760","","Middlesex","508-655-6400 x204","https://www.brandonschool.org","42.3193149","-71.3380406","MH","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","1","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","","1","","","1","","","","","","1","","","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chapters Recovery Center Inc","","85 Constitution Lane","Suite 200-A","Danvers","MA","01923","","Essex","978-719-1864","https://Chaptersrecoverycenter.com","42.555348","-70.937544","SU","","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","","","1","1","1","","","","","","","","","","","","","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","","","1","1","1","1","","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","1","1","","","","1","1","","1","","1","","","1","1","1","1","","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Chapters Recovery Center Inc","","85 Constitution Lane","Suite 200-A","Danvers","MA","01923","","Essex","978-719-1864","https://Chaptersrecoverycenter.com","42.555348","-70.937544","MH","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","1","1","1","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mayflower Recovery Center","CSS","362 Middlesex Avenue","","Wilmington","MA","01887","","Middlesex","978-737-7937","https://www.mayflowerrecovery.com","42.5693248","-71.1599371","SU","","1","","","","1","","","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","","1","","1","1","","","1","","","","","","","","","1","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","","","","","1","","","","","","","","1","1","","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","1","","","","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","","1","","1","","1","1","","1","","","1","","1","","","","1","1","","1","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mayflower Recovery Center","Acute Treatment Services/Detox","362 Middlesex Avenue","","Wilmington","MA","01887","","Middlesex","978-737-7937","https://www.mayflowerrecovery.com","42.5693248","-71.1599371","SU","","1","1","","","1","1","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","","1","","1","1","","","1","","","","","","","","1","1","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","1","","1","","","1","1","","","","1","","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","1","","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","1","","","","","","1","","","1","1","1","","1","1","","","","1","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","","","","","1","","","1","1","","1","","1","","","","","","","","","","","1","","","","",""
"Recovery Centers of America","Danvers","75 Lindall Street","","Danvers","MA","01923","","Essex","978-223-9300","https://www.recoverycentersofamerica.com","42.5734876","-70.9433618","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Centers of America","Danvers","75 Lindall Street","","Danvers","MA","01923","","Essex","978-223-9300","https://www.recoverycentersofamerica.com","42.574774","-70.9439059","SU","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","1","1","","1","","1","1","1","","","","","","","","","","","","","1","","1","","1","1","","","","","1","1","","","1","","","","","","","","","","","","","","","","1","1","1","","","","","1","","1","1","1","","1","","","","","","","","1","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","1","1","","","1","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","1","","","1","1","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Lahey Health Behavioral Services","Methadone Program","111 Middleton Road","","Danvers","MA","01923","","Essex","978-777-2121 x7677","https://www.bilhbehavioral.org","42.5867649","-70.976738","SU","","1","","1","","","","1","","1","","1","","","","","1","","1","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","","","","","","","","","","","1","","","","","1","","1","","","","","","","1","1","","","1","","","","","","","","1","","","","1","","","","","","","","","","","1","1","","1","","","","","1","","","","","","","","1","1","1","1","","1","","1","","","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","1","","","1","1","","","","","1","1","","1","1","1","","1","1","1","","1","1","","","","","","","1","","","","","1","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Lahey Health Behavioral Services","Beverly Clinic","800 Cummings Center","Suite 266-T","Beverly","MA","01915","","Essex","978-921-1190","https://www.nebhealth.org","42.5609592","-70.8873378","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","","","","","1","","","","","","1","1","","","","","","","","","","1","","","1","1","","1","","1","1","","","","","","1","","","1","","","","","","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","1","","1","1","1","1","","","","","","","","","1","","","","","","","1","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Middlesex Recovery Stoughton","","966 Park Street","Suite B-3","Stoughton","MA","02072","","Norfolk","781-633-6785","https://www.middlesexrecovery.com/locations/stoughton/","42.1116024","-71.0723869","SU","","1","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","","1","","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","1","","1","","","","","1","","1","1","","","1","","1","1","","","","","","1","","","","","","","1","1","","1","1","","","","1","","","","","1","1","1","","","","","","","","","","","1","1","","","1","","","1","","","","1","","1","1","1","1","1","1","","","","1","","","","","","1","","","","","","","","","","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"EMH Recovery Inc","Edwina Martin Recovery House","678 North Main Street","","Brockton","MA","02301","","Plymouth","508-583-0493","https://www.emhouse.org","42.1005975","-71.0215007","SU","","1","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","1","1","","1","1","1","1","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","1","","","","","","","1","1","1","1","","1","","1","1","","","","1","","","1","1","","1","","","","1","","","","","","1","","1","","1","","1","1","1","1","1","","","","1","1","","1","1","","1","1","1","","","","1","","1","","","","1","","","","","","","","1","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gosnold Behavioral Health","Stoughton Outpatient","909 Sumner Street","","Stoughton","MA","02072","","Plymouth","508-584-5190","https://www.gosnold.org","42.0998396","-71.0819644","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","","","","","","","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","","","1","","","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","",""
"Gosnold Behavioral Health","Stoughton Outpatient","909 Sumner Street","","Stoughton","MA","02072","","Plymouth","508-584-5190","https://www.gosnold.org","42.0998396","-71.0819644","SU","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","1","1","1","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","","1","1","","","1","1","1","1","1","1","","","","1","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","1","","","","",""
"NuLife Behavioral Health","","130 Worcester Road","Building 2","Framingham","MA","01702","","Middlesex","508-301-1380","https://nulifebehavioralhealth.com","42.2977503","-71.398639","MH","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","1","1","1","","1","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","1","1","","1","","1","","1","1","","","","","1","","1","1","","1","1","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Resilience Behavioral Health","","1600 Providence Highway","Suite 100","Walpole","MA","02081","","Norfolk","508-684-2205","https://www.resiliencebehavioralhealthcenters.com","42.1233171","-71.2315272","MH","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","1","1","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","","","","1","1","","","","1","","1","1","1","","1","1","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","1","","1","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Resilience Behavioral Health","","1600 Providence Highway","Suite 100","Walpole","MA","02081","","Norfolk","508-684-2205","https://www.resiliencebehavioralhealthcenters.com","42.1233076","-71.2315572","SU","","1","","","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","","","1","","","","","","1","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","","1","1","","1","","1","","1","1","","1","","","1","","1","","","","1","1","","1","","","","","","","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Department of Mental Health","Brockton Multi Service Center","165 Quincy Street","","Brockton","MA","02302","2988","Plymouth","508-897-2000","https://www.mass.gov/","42.0898323","-70.9911722","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","1","1","1","","1","","","1","","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","","1","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","","","1","1","1","","","1","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","1","","","1","","1","","","","","","","","","","","1","","","","",""
"Uplift Behavioral Health Services","","201 Quincy Street","","Brockton","MA","02302","","Plymouth","508-313-9994","https://www.upliftbhs.org","42.0881765","-70.9883526","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","1","","","","","1","","1","1","","1","","","","","","","","","","","1","","","1","",""
"Uplift Behavioral Health Services","","201 Quincy Street","","Brockton","MA","02302","","Plymouth","508-313-9994","https://www.upliftbhs.org","42.0881765","-70.9883526","SU","","1","","","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","1","1","1","1","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","1","","","1","","","","1","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","","","","","","","","1","1","","1","","1","","1","1","","","","","1","1","1","","1","1","1","","1","1","","","1","","1","1","","1","","1","","","1","1","","","","","","1","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","1","1","","","","","1","","1","","","","","","","","","","","","","","","","","","",""
"Wayside Youth/Fam Support Ntwk","","1 Frederick Abbott Way","","Framingham","MA","01701","","Middlesex","508-879-9800","https://www.waysideyouth.org","42.2996401","-71.4164159","MH","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","","1","","1","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","1","","1","","","","","","","","","","","1","1","","","","","","","","","","","","1","","","1","","","1","","","","","","1","","1","1","","1","1","","","","","","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","1","1","","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","1","","","","","1","","","1","","","","","","","","","","","","","1","","","","",""
